id_cat;text
2;На столах бардак,заказа не дождешься,развернулись ,поехали искать др место чтобы пообедать.
2;Неплохое кафе для Хужира. Учитывая дефицит подобных заведений на острове.
2;Великолепная кухня! Все осючень вкусно и   достаточно дешево
2;Хорошие манты, народу много
2;меню бомба, дворик супер, лучшее место для любви и красоты
2;Бузы ужасные, как будто из сумермаркета, долгое ожидание, салат отвратительный. Цены дорогие не соответствуют качеству 
2;Не смогли попасть, но все кафешки в поселке хорошие
2;Очень вкусно, порции не большие.
2;Кухня разочаровала кроме чизкейка с кедровыми орешками, он был выше всяких похвал!
2;Прекрасное место с богатым выбором не мясных блюд!
2;Кухня хорошая, но сервис отвратительный
2;Отличное кафе в середине острова острове
2;Очень вкусно кормят!
2;Интересные блюда и хорошее обслуживание
2;Вкусно, атмосферно! Спасибо!
2;Вкусно. Можно иногда перекусить.
2;Вкусная еда, отзывчивый персонал
2;Обычная столовская еда. Работает с раннего времени, можно завтракать
2;Интересные блюда. Стоит попробовать!
2;Отличное место
2;Приятное место
2;Понравилось обслуживание, салаты и позы.
2;Дорого. И плохо.
3;Осталась в полном восторге от кафе! Достойное место уровня Москвы и Питера.  Качественный кофе и очень вкусный десерт: попробовала флэт уайт и кокосовый десерт. Отличное обслуживание и приятный интерьер. Две кошки, живущие в кафе, добавляют шарма и притягательности. В кофейне есть отдельная фишка с выдачей заказа: обязательно приходите, чтобы узнать, Вам точно понравится! 
3;Кафе хорошее. Удивительно в деревне кафе уровень города. Пирожное вкусное, оригинальное есть (кокосовое), пирог с Сергей и тд. Правда какао подают тёплый, не горячий. Интерьер выполнен под старину на столах вместо скатертью Павлопосадские платки, буфет и остальная мебель под старину, картины на стенах. Достойное внимания кафе. Постоянным клиентам скидок нет. 
3;Невероятно уютное кафе. Вкусный кофе, прекрасный чай и десерты просто объедение. Очень высокий уровень и персонал - просто душки. Внутри уютно, тепло, стильно и по-домашнему одновременно
3;Осталась в полном восторге от кафе! Достойное место уровня Москвы и Питера.  Качественный кофе и очень вкусный десерт: попробовала флэт уайт и кокосовый десерт. Отличное обслуживание и приятный интерьер. Две кошки, живущие в кафе, добавляют шарма и притягательности. В кофейне есть отдельная фишка с выдачей заказа: обязательно приходите, чтобы узнать, Вам точно понравится! 
3;Кафе хорошее. Удивительно в деревне кафе уровень города. Пирожное вкусное, оригинальное есть (кокосовое), пирог с Сергей и тд. Правда какао подают тёплый, не горячий. Интерьер выполнен под старину на столах вместо скатертью Павлопосадские платки, буфет и остальная мебель под старину, картины на стенах. Достойное внимания кафе. Постоянным клиентам скидок нет. 
3;Невероятно уютное кафе. Вкусный кофе, прекрасный чай и десерты просто объедение. Очень высокий уровень и персонал - просто душки. Внутри уютно, тепло, стильно и по-домашнему одновременно
3;Это невероятно атмосферное место на Ольхоне, в чудесным интерьером и вкуснейшими десертами, я таких не ел 100 лет?? ребята спасибо вам за такой крутой сервис и атмосферу??  единственное место на Ольхоне где был фильтр кофе??
3;Вкусный кофе, волшебные десерты, приятная атмосфера, многолюдно, но всегда можно найти свободное место, хорошая связь, мне очень нравилось там работать) 
3;Отличное атмосферное место. Много авторских художественных работ . Цены на кофе и десерты выше среднего, но атмосфера кафе все скрадывает. 
3;Атмосферное душевное место! Авторские картины на стенах! Интерьер оформлен с любовью! Хорошие завтраки, вкусные торты, кофе! Однозначно лучшая кофейня на острове! Очень приятный персонал, чистота! Хотела бы посидеть за чаем/кофе в этом арт-кафе в новогодние праздники!
3;Гостевой дом очень понравился, все сделано с душой, уютно, красиво, обстановка домашняя. Сергей организовал нам экскурсионную программу, все на высшем уровне, очень красивые места, уехали в полном восторге, с желанием вернуться)) завтраки очень вкусные и очень сытные, кофе обалденный, вообщем, всё шикарно))
3;Очень красивое и атмосферное кафе. Уютное со своей фишкой,  вместо номера столика вы получаете авторскую игрушку ручной работы. Из окна на втором этаже прекрасный вид. Прекрасные комплексные завтраки, очень вкусные и сытные. В них входит каши, омлет или яичница с сосисками и овощами и десерт в виде пирога или круасана. Хороший выбор напитков, кофе, авторские чаи и очень очень вкусные домашние десерты. В обед можно выпить кофе с десертом, пирогом или киш-лорен с курицей или рыбой.Кафе работает с 9.00 утра и до 20.00 вечера.
3;Атмосферно, вкусный кофе (пожалуй, лучший в Хужире), из минусов, не предсказуемо по попаданию, если у ребят заезд/выезд или тур. группа, остановившаяся у них же в гстинице, пришла на завтрак - банально не хватает места.
3;Для оторванной от материка локации отличная кафешка. Уютно, душевно, хорошие десерты и напитки на основе кофе. Двойной эспрессо приготовить не получается, кисловат, подают в больших кружках, кофе пока донесут остывает. Это из недостатков, в целом очень понравилось.
3;Интересная кофейня, оригинально оформлена. Очень вкусный кофе. Десерты - пальчики оближешь! Уютная тёплая и сказочная обстановка. Не ожидала такого высокого уровня в маленьком поселочке. Хозяину и всем сотрудникам респект и уважуха! Достойное место для посещения. Рекомендую.Жаль время работы до 21 часа, посидели бы дольше! 
3;Уютное милое место! Залипала здесь два вечера подряд после долгих поездок по Байкалу :3 Вкусные десерты и кофе, сытные завтраки. Благодарю хозяев :3
3;Ну это самое крутое место в поселке Хужир! Очень атмосферное уютное местечко! Сделано все настолько со вкусом и смыслом, каждая минута прибывания здесь- наслаждение! Это нужно видеть, нужно посетить! Очень вкусный кофе, а  тортики вообще бомба! Всем все понравилось! Спасибо!
3;Волшебное творческое пространство. Номера в определенной стилистике.Мы жили в номере путешественников. Все продумано Завтраки отдельное вкусовое удовольствие.Сыну тоже очень понравилось. Даже бегал помогал администрации)))И дал им 5 звёзд!
3;Очень уютное местечко. По-настоящему домашняя атмосфера. Очень вкусные десерты и напитки. Особенно рекомендую шоколадный наполеон!
3;Рекомендую это Арт кафе всем приезжим, даже не просто выпить незабываемый кофе с пряностями и скушать наивкуснейший десерт, но и просто зайти в это заведение, как в маленькую галерею, что бы отдохнуть душой, что бы повосхищаться необычайной обстановкой и с любовью для Вас организованным интерьером!!!)) Огромное спасибо хозяевам, за то, что в таких суровых условиях севера постарались сделать маленькую сказку, в которую всегда хочется вернуться!)))
3;Как глоток свежего воздуха)После 7ми часов на хивусе и подъёма с берега по пыльным ольхонским дорогам мы наконец то обрели покой в этой уютной гавани)))Вкуснейшие десерты и напитки бальзамом легли на наши уставшие души))))Благодарю, за то, что у вас есть все для души и тела усталых путников))) 
3;Хвойный латте и кедровый раф очень хорошо вписываются в атмосферу Байкала. Чудесное место с чудесными сладостями и горящим камином.
3;Уютное кафе на острове Ольхон. Атмосфера располагает к отдыху и философии)) очень жаль, что здесь можно выпить только чашку ароматного кофе с пирожным и абсолютно нет никаких других блюд.
3;Очень душевное место ! Было очень приятно посидеть у огня в печи вечером ! Познакомится с хозяйкой заведения Дарьей ! Котейка просто няшка! 
3;Атмосферная кофейня с аутичным дизайном навеянным стариной. Наряду с этим кофейня служит картинной галереей где можно ознакомится с творчеством художников и приобрести полотна, ассортимент кофейных напитков хороший, есть много вкусняшек для любителей сладостей.
3;У этого заведения очень приятная и комфортная атмосфера, которая создется красивым интерьером. Все это продклепляется вкусными десертами и напитками,  провели  в заведении классно время, получили массу удовольствия.
3;Потрясающее место! Любовь и внимание в каждой детали. Великолепные десерты, кофе, чаи. Гостиница поразила, номер сделан с такой любовью и вниманием, и при этом стоит приемлемых для Ольхона денег. Большая благодарность владельцу и всей команде! Процветания вам! 
3;После двух морозных дней на льду зайти в это кафе все равно что попасть на прием в дом декабристов. Оформлено внутри в русском стиле, десерты свежие, приготовленные своим кондитером. Чашечка цитрусового чая, Наполеон и эстетическое наслаждение от живописи на стенах вернули жизнь!
3;Очень атмосферно, приятное место, вкусный кофе и пирожные. Цены прям туристические очень, но место отличное!
3;Отличная кофейня. Уют на 5 баллов, обслуживание вполне на уровне, отношение к гостям, работе и множеству деталей как интерьера, так и процесса - супер. И при этом кофе, чаи, десерты - отличного приготовления даже для избирательных столичных жителей. Флэт уайт, тирамису - класс, наполеон не сахарная бомба, а точно выдержан. В общем, ничего не меняйте! И не испортите! 
3;Отличная кофейня, это я вам как заядлый кофеман и визуал говорю.Авторский кофе (раф со специями и пряный просто космос) , свежая выпечка, потрясающие торты и тарты.Концептуальный декор (под старину и Бабушкин домик в деревне ) очень согревают.Рекомендую! Вам понравится.
3;Очень приятная и уютная атмосфера, камин, тематические картины и книги, по кофейне прогуливается ласковый представитель семейства кошачьих :) приходили на завтраки, очень даже достойные. Было бы здорово увидеть в меню не только завтраки и десерты, но и обеды, а также ужины.
3;Отличное кафе! Порадовало всё - интерьер, еда, радушные хозяева, отношение персонала, обстановка в целом. Наверно лучшее место, что мы посетили в Хужире. Интерьер хочется рассматривать снова и снова)) что касается еды - все дни пребывания на острове завтракать ходили только сюда всей компанией)) вкусно было всё - омлет, драники, каша, скрэмбл, лимонный пирог, а кофе - лучший что пробовали в поездке на остров. Спасибо за такое отличное атмосферное место. И процветания этому заведению. 
3;Милая кофейня со вкусными десертами и приветливым персоналом. Вкусно, кофе очень приятный. На первом этаже можно купить авторские вещи, у меня теперь есть зеленый кот
3;Очень приятное кафе. Пробовал завтрак, очень вкусно. Сам завтрак довольно плотный. Каша кукурузная, глазунья со свежими овощами, бутерброд и творожные кольца. Отдельно взял лимонад. Скажу, что это был самый вкусный лимонад, который я пробовал. Красивый интерьер, интересные картины, персонал поможет определиться с выбором.  И , конечно, можно выбрать игрушку и по ней принесут заказ. Место заслуживает наивысшую оценку, обязательно к посещению, особенно на завтрак.
3;После ночи в палатке в прекрасном живописном месте, поехали завтракать в Воскресенье, милейшее место с отличным завтраком, флэт вайтом и эспрессо-тоником! Плюс, невероятно круто, что пускают с песиками, за это плюс 100 к карме просто!)))
3;Это самые вкусные торты за все мои сорок с лишним лет! Спасибо огромное за невероятное удовольствие. Мы попробовали банановый с корицей, наполеон, орео и черемуховый, с двумя видами чая: имбирь с корицей и шиповник-апельсин.  Когда будем в следующий раз на Ольхоне - сразу к вам. Удачи и процветания вашему чудесному кафе!
3;Хорошая уютная кофейня, есть хороший выбор десертов и красивый вид на закат. Единственное это именно кофейня поесть там можно только утром и будет ограниченный выбор блюд. 
3;Лучший кофе и десерты на Худжире. Очень милое место, очаровательный обычай - вместо номерка заказа Вам выдают игрушку. Гости кафе могут выбрать любой из трёх залов или открытый балкон ИК. Во время ожидания заказа можно почитать книги, которые находятся в залах, послушать прекрасную музыку и полюбоваться картинами. 
3;Вкусные кофе и десерты, цены примерно по 300 рублей каждая позиция. Приветливые сотрудники, заказ делают быстро. Дизайн уютный, на столах шерстяные платки. Очень жаль, что нашли это место в последний вечер пребывания в Хужире, сюда хочется возвращаться
3;Приятное и очень атмосферное место. Достойный кофе. Десерты домашние и очень вкусные. Очень приятно, что люди вкладывают душу и средства и развивают свой регион. 
3;Очень милое ,уютное кафе с прекрасными десертами. На столиках вместо скатертей красивые Павлово-посадские шали.Номерки в виде мягких игрушек. На стенах картины местных художников,которые можно приобрести.
3;Идеальная кофейня. Идеальное место, чтобы остановиться. Уникальная арт-атмосфера, исключительно вежливый персонал, приятнейший хозяин. И, конечно, волшебные кофе и десерты!
3;Отличная кофейня, завтраки каждый день новый, кофе вкусный, обслуживание и атмосфера ?? хорошо
3;Самое уютное место на Хужире??Клиентоориентированность на 5+, попросила сделать кашу на кокосовом молоке из комплексного завтрака и мне не отказали. Кофе шикарный, десерты остаются в памяти надолго. Не припомню, где в Иркутске можно попробовать Сан Себастьян. Хочется вернуться снова и забрать этого ворона??
3;Интересный интерьер, вкусные десерты, кофе авторских рецептов. Была приятно удивлена посетив 
3;Очень уютная кофейня с приятным интерьером и приветливым персоналом. Выпечка и десерты очень вкусные! Вместо номером вам выдают игрушки ручной работы. На первом этаже можно купить интересные сувениры ручной работы.
3;Очень вкусно! Великолепный кофе, всегда свежая выпечка и десерты. Домашняя уютная обстановка. Что может быть лучше кресла качалки с пледом и книгой около печки буржуйки после длинного морозного дня! 
3;Отличное место, чтобы остановиться на Ольхоне! Уютно, чисто, с любовью все сделано,красивый интерьер, приветливый персонал, вкусный кофе, шикарный очень сытный завтрак! Мы остались очень довольны! Огромный плюс это месторасположение! Очень близко к шаман-камню и свящённому месту с 13 столбами, можно рано утром прийти пока никого нет) Рекомендую)
3;Вкусный капучино и тирамису. Подача прекрасная, кафе оформлено интересно, кот уютно спит на шкафу)) 
3;Очень уютное кофейня с очаровательным интерьером и приветливым персоналом.Заведение контрастирует своим высоким уровнем с большинством кафе в Хужире
3;Отличное заведение. Очень приятный персонал, вкуснейшие десерты и чай! Такое не найти даже в МСК!
3;Здесь было всё отлично! И условия пребывания, и отношение хозяев отеля и особенно завтраки))) эти каши по утрам были великолепны! Ещё есть уголок для развлечений и чтения книг. Однозначно рекомендую!!!
3;Мы провели в Хужире 3 вечера и каждый из них завершался в этом кафе. Нам очень понравились десерты, чаи, кофе, интерьер, атмосфера и уют! Горячо рекомендуем это место!!!! Наполеон - один из самых вкусных, из тех, что мы пробовали. Передаем большое спасибо кондитеру. Раф со специями тоже очень вкусный. 
3;"Кафе ""Воскресение"" - наверное одно из немногих атмосферных кафе поселка Хужир. Здесь вкусный кофе, чай, достойные пирожные.  Необычный интерьер. Кафе не стыдно рекомендовать иностранцам. "
3;Здесь вы отогреть и телом, и душой. Вкусный кофе и десерты, самобытность этого места,- заставят вас сюда вернуться ?? 
3;Вкусный кофе и десерты. Приятный интерьер. Можно сыграть в шахматы. Раф с чабрецом очень интересный, но остатки трав в молочной пенке портят напиток. Рекомендую.
3;Это самое лучшее место на Ольхоне, вкусный кофе, завтраки комплексные сытные и вкусные, есть и яичницы, и каши. Атмосферное место, хочется все разглядывать, вместо номера заказа вам дадут вязаную игрушку)) Работают с 9 часов, очень удобно до экскурсии вкусно позавтракать, рекомендую! ??
3;Невероятно вкусный кофе и десерты. Специально ходили туда, очень интересные авторские работы керамики и бужетерии. Однозначно за кофе только туда 
3;Лучшее заведение в Хужире.Атмосфера, напитки, обслуживание,- всё выше даже Иркутского уровня, не говоря о суровых реалиях острова.Из недостатков - нет обедов и ужинов, только комплексный завтрак, но великолепный. 
3;Отличный разнообразный кофе. Вкусные торты, пирожное и десерты. Комфортная и уютная атмосфера, а так же классный персонал.
3;Очень уютная милая кофейня с классными полезными завтраками, вкуснейшем кофе и приветливой атмосферой! Рекомендасьон?? 
3;Приятное, атмосферное кафе с вкусными десертами. Сотрудник на второй фотографии работник месяца
3;Атмосферное и уютное кафе. Интерьер как маленький музей. И очень -очень-очень вкусно и сытно)) Это лучше заведение на Ольхоне
3;"Февраль 2023. Атмосферное место и можно сказать место силы поселка Хужир! Мы всегда с теплотой вспоминаем об этом кафе дома (в 2022 было шикарное кофе в турке!), а планируя очередную поездку на Байкал одним из обязательных мест к посещению стоит кафе ""Воскресение""."
3;Супер-проживание на Ольхоне! Прекрасные гостеприимные хозяева, каждый номер имеет свой дизайн, очень уютно, вкуснейшие завтраки. Глоток комфорта в диких местах. Очень понравилось 
3;Атмосфера в кофейне оправдывает своё название. Получили эстетическое наслаждение и не только. Спасибо вам. 
3;Очень атмосферное место. Домашняя уютная обстановка. Очень вкусный кофе. В меру крепкий и ароматный. Десерты разнообразные и изысканные.
3;Крутое местечко, брали смузи и кофе шейк. Смузи сделали без сахара по просьбе, кофешейк по словам парня очень вкусный. Завтраки до 11 утра. P.S. Написала в личные сообщения, хотели приготовить кофешейк дома. Мне ответили и подсказали ингредиенты! Безумно приятно от такого отношения. Так держать:) 
3;Место по-любви. Отличные завтраки, прекрасный персонал. Вкусный кофе! 
3;Лучшее кафе на острове Ольхон. Очень уютно. Приятный, вежливый персонал. Свежая выпечка. Хочется сюда вернуться. Процветания вам! 
3;Наверное, единственное кафе в Хужире, где можно прийти и приятно посидеть. По сути, это кофейня, есть горячие напитки, десерты, кажется, завтраки. Но важнее атмосфера: камин, котики, уют, очень необычный интерьер. В общем, сюда не покушать, как в столовую, а посидеть для души!
3;Это наша самая большая любовь на Хужире! Волшебные домашние десерты и сногсшибательные каши ( особенно спасибо за ячневую с семечками ??). Атмосфера манящая и от которой глаз не дергается. Коты, камин и окна в пол ??
3;"Кафе необычное: интерьер как назад в прошлое??. Десерты очень вкусные, кофе отличный. Пирог с рыбой тоже очень понравился. Персонал дружелюбный, консультирует при выборе блюд. Каждая зона кафе имеет свои ""изюминки"": везде разные . к посещению рекомендую"
3;Очень уютное, милое кафе. Завтраки, выпечка и кофе идеальны. Вкуснее, чем здесь, в Хужире не нашли. Единственное, что немного омрачило, и на что стоит обращать внимание и перепроверять - это счёт. Наша официантка ошиблась один раз в заказе (не все позиции внесла), второй раз неверно выставила счёт. Ей  стоит быть повнимательнее. Но не смотря на это, я бы обязательно еще посетила это место. Тут правда очень вкусно и атмосферно.
3;Атмосферное и уютное кафе. Продумано всё. Если хочется вкусных пирожных и кофе, обязательно загляните, не пожалеете ??
3;Приятная атмосфера, вкусно, но дороговато, как в принципе и везде на Ольхоне
3;Какое уютное знаковое и очень теплое место. Стол под абажюром, просто бомба. Вместо скатерти Павлово-посадские платки. А заказ оформляют не номером, а игрушкой, которую ты кладешь на стол и по ней тебе приносят еду. Нам один раз достался домик, а потом был тигренок. Очень трогательно. А десерты не уступают столичным. В кафе живут замечательные кошечки уходить совсем не хочется. Спасибо хозяйке данного места за теплый прием гостей.
3;Десерты очень вкусные, интерьер замечательный, обслуживание на высшем уровне, а номера заказов в виде игрушек (номер вашего заказа - ёжик) это просто что-то с чем-то, милота.
3;Удивительное место! Помимо вкуснейшего кофе и десертов получили огромное эстетическое удовольствие-картины на стенах дополняют очень уютную тёплую атмосферу кафе . Стильный интерьер, миленькие вещицы, забавные ностальгические картинки, плюс ощущение домашнего уюта). Персоналу особый плюс-приняли, как родных)))
3;Арт. Атмосфера. Уют. Ретро. Просто удобное, спокойное и вкусное. Не совсем дорого. Там есть небольшая библиотека-можно спокойно пить чай и почитать книгу. Интересно посмотреть на продажи-картинки в этом кафе. Спасибо хозяйну за художественную атмосферу
3;Очень приятное заведение. Уютный интерьер. Вкусные кофе и десерты.
3;Атмосферно внутри, уютно. Блюда вкусные, заходили позавтракать. Очень понравился чай авторский. Но следует учитывать, что порции небольшие, взрослому мужчине не наесться. Ценник выше среднего за тот объём порции который подают. Кафе больше для души. 
3;Настолько уютной может быть кофейня только на Хужире! Не представляю я её в большом городе, да и не нужна она там вовсе. Десерты сказочные, за морковным тортом готовы стоять по пол часа в ожидании, пока он пропитается! Изюминкой кофейни это две кошки)
3;Отличное кафе. Очень вкусный кофе, молочный коктейль из молока, а не мороженого) вкусные тортыи пирожные, приятная атмосфера)
3;Если бы можно было поставить 6 звёзд, я б поставила)))Хорошее расположение, дизайн атмосферный и уютный.Ребята персонал - вежливые, милые и улыбчивые!!! Ходили 2 раза, было очень вкусно! 
3;В кафе очень атмосферно. Вкусный кофе и чай, шикарные десерты. Нам больше всего понравился десерт с бананом и корицей (яркий пряные вкус). На стол выбираешь игрушку, официанты по ней приносят заказ. Интерьер вне всяких похвал. 
3;Очень атмосферное кафе, вкусный кофе , еда. Единственное, не берите черничный пирог, он не очень вкусный!Рекомендую кафе!
3;Очень уютная кофейня. Дружелюбный персонал и вкусные пироги)
3;Лучший кофе в округе.Очень приятное оформление интерьера со множеством мелких деталей и отдельных комнат на втором этаже.
3;Для данной местности очень даже неплохое заведение. Интересная система отдачи заказа с использованием игрушек. Кофе неплохой,  на 4+. Уютная атмосфера. Приветливый и  доброжелательный персонал.
3;Очень уютное и душевное место!Необычные завтраки, авторские кофейные напитки. Это кафе просто луч света, на фоне общего мрака общепита Хужира.Приставку Арт оправдывают картины, которые можно купить. P.S. Лучшие места на балконе второго этажа, если что)
3;Очень уютное и оригинальное кафе, есть небольшая терраса на втором этаже и на улице. Оригинальный номер заказа в виде игрушки) очень вкусный кофе и десерты. Персонал вежливый, время ожидания 5 минут
3;Очень вкусные драники с сёмгой и лимонад! Атмосфера супер, видно, что очень старались сделать необычный интерьер. Получилось на 5!уютно,интересно, атмосферно!!! Спасибо! Вам процветания??
3;Вкусные чаи и обалденный лимонный тарт?? Дали гитару??и мы так душевно посидели, попели. Спасибо! Отдельно отмечу интерьер. Окна в пол, павлопосадские платки как скатерти, картины - очень атмосферно. 
3;Это идеальное место для неспешного завтрака перед насыщенным впечатлениями днем. Вкуснейшая витрина с десертами, лучший фильтр в этой местности, включая Иркутск) 
3;Очень вкусные завтраки , но к сожалению пока ничего другого нет . Кофе отличный , очень увлекательный интерьер , много декоративных элементов, приятная веранда . Отлично подходит для позднего завтрака . Европейский уровень. Рекомендую
3;Место очень уютное,но огромный минус в номерах на втором этаже,что они супер шумные,выходят на главную дорогу и из 3 ночей мы нормально не поспали ни одной( постоянно под окнами кто-то слушает музыку,поет,орет...,и все это  около 3-4 утра.короче для отдыха такое себе. но само место супер душевное и красивое. просто берите номера если стандарт,то на первом этаже,у них окна во двор
3;Идеальное место для отдыха на Ольхоне. Это не просто красивый дизайн, это душевная домашняя обстановка, вкусные завтраки и приятные люди! 
3;Очень вкусные завтраки! Завтрак из 3-х блюд, наедаешься на весь день. Днем продают восхитительные десерты! 100/10
3;Зашли сегодня в гости в Воскресенье. По другому язык не поворачивается сказать. Встретили нас приветливые барышни, дружелюбные, как твои лучшие подружки. Не очень сладкое какао и чай с лимончиком – это все, о чем мы мечтали при входе. Но витрина с огромным выбором десертов не отпустила нас без лимонного тартра. Покорила меня игрушка. Именно с её помощью девушки определяют, на какой столик отнести заказ. Тут можно насладиться принятием решения. Мой выбор пал на байкальского омуля. Он настолько шикарен, что я мечтала забрать его с собой. Жаль, что он бесценен. Решено. Надо продлить удовольствие и общением с игрушкой, а там ещё ворона укутанная – шикарна, и приятной обстановкой, и десертами. Приглядела я меренговый рулет, киш с лососем и что-то шоколадное. Будем и кофе пробовать в следующий раз. Говорят, он тут потрясающий. Обязательно вернёмся. Спасибо хозяюшкам
3;Кайфовая кофейня. Очень уютно. Любимое место на Ольхоне.
3;Отличное место. Очень атмосферно. Вкусный кофе. Доброделательные и позитивные люди. 
3;Замечательное место! Уже писал о нем в своем Инстаграм. Интерьер, подача, еда очень вкусная... Ребята, вы большие молодцы! Процветания вам! Еще очень понравилась девушка Светлана - по-моему администратор, если не ошибаюсь... Отзывчивая и приветливая :)
3;Классное место!! Очень атмосферно, и если бы я мог поставить здесь 10 звёзд, то я бы так и сделал! Всем советую сходить сюда, не пожалеете
