negative_text;positive_text;hotel_id
На улице 2 душа, в одном вода меняется кипяток на холодную, а во втором всегда кипяток.;Расположение турбазы, как разнообразно кормят, номера очень уютные и чистые.;17117_101hotels
;Шикарные номера, которые отлично совмещают простоту интерьера и совершенно все удобства. Нам было комфортно отдыхать и ночевать, удобно, что завтраки предоставлены. Мы остались очень довольны обслуживанием и отдыхом в целом.;17117_101hotels
;Отличная база для отдыха семьей. Все было спокойно, приветливо и дружелюбно. Понравилось, что для детей была оборудована специальная площадка, взрослым можно отдохнуть на балконе. Недалеко расположены магазины и кафе.;17117_101hotels
Администратор не понравилась. Всегда на нервах, раздраженная. Даже спрашивать у него что-либо лишний раз не хотелось.;Кормят хорошо. Еда разнообразная, всегда свежая и качественная. Номера приличные: комфортные, чистые, светлые. Розетки в достаточном количестве. Современная сантехника.;17117_101hotels
;Не понравился этот отель. Очень убогие условия, все старое и обветшалое. Ремонт не делался очень долгое время, неприятный запах, который никак не выветривался. Туалет только на улице, еще и не закрывается, приходилось ходить с кем ни будь.;26677_101hotels
;;26677_101hotels
;Мы останавливались в этом месте на одну ночь и нас все устроило. Заселили быстро, предоставили место для автомобиля, показали, где можно купить продукты и отдохнуть. До озера несколько минут ходьбы, поэтому вечер мы провели на пляже.;26677_101hotels
;Неплохое место для активного отдыха. Мы в отеле только ночевали, а весь наш отдых был посвящен путешествию, рыбалкам и прогулкам. Номер чистый, постельное свежее, можно перекусить в кафе неподалеку.;26677_101hotels
;В номере было две кровати небольшого размера, но удобные. Также кресло и стол. На территории своя столовая, блюда подавали вкусные, видно, что из свежих продуктов. До аэропорта и жд вокзала не близко, но, чтобы переночевать место неплохое.;29303_101hotels
;В комнате было не очень. Показалось, что пахнет затхлостью. А так ничего, все равно сойдет для активного отдыха. Отдельное спасибо хозяевам за доброе отношение, помощь. Территория большая, есть, где погулять. Ежедневно проводятся разные игры.;29303_101hotels
;Приятное отношение со стоны персонала, общение всегда было вежливым. Домики сухие, все постельные принадлежности в идеальной чистоте. Комнаты уютные, душ и туалет хорошо оборудованы. Соотношение цена/качество на уровне.;29303_101hotels
Можно было бы детскую игровую площадку сделать побольше, маловато каруселей.;Понравилось очень внимательное отношение со стороны персонала. База отдыха очень чистая, уютная, красивая. Здесь все продумано до мелочей. Понравилось, что душевая и санитарный узел хорошо благоустроенны.;29303_101hotels
Все понравилось!!!!!;Хорошая турбаза на тихом берегу озера!;29303_101hotels
;Хорошее место для единения с природой. Наш номер был практически на берегу озера, мы наслаждались местными пейзажами и остались очень довольны. Несмотря на общую ванну и кухню, везде все в рабочем состоянии, чистое и пригодное для использования.;29303_101hotels
;Наша семья любит побывать в новых местах, и очень много путешествуем. Останавливались проездом на базе отдыха, отличное место для туристов. Номера простые, но везде чисто и царит очень дружелюбная атмосфера.;29303_101hotels
;Базу оцениваю исключительно высоко, отдых здесь понравился. Плюс также за питание, вкусные и разнообразные блюда, нет нужды самостоятельно готовить, хотя условия для этого также имеются. Чистота, территория ухоженная. Отрицательных моментов за время проживания не было.;70035_101hotels
;Красивая и просторная туристическая база. Отдыхали на ней всей семьей несколько дней. Очень понравилось. На территории базы мы часто жарили овощи и мясо на барбекю и в окружении природы мы прекрасно проводили время.;70035_101hotels
;Отдыхом,  в целом,  на этом туристическом комплексе я осталась  довольна.  Понравилась территория с ее живописными видами. В кафе можно было попробовать любимые напитки коктейли, так же был широкий ассортимент фирменных блюд.;74178_101hotels
Не понравилась высокая слышимость.;Расположение замечательное. База в центральной части Хужира. До основной улицы совсем недалеко. В номере есть туалет, душ. Оборудована кухня, столовая в отдельном домике. Найти было немного сложно.;84801_101hotels
;В Усадьбе Копылова ухоженная территория, везде растут цветы, нет мусора. Номера достаточно простенькие – кровать, стол и тумбочка для вещей. Удобства на улице, хотя интересно, что душевые кабинки как бы не для улицы, но это мелочи. Зато вокруг красивейшая природа, леса, а к озеру Байкал можно пройти неспешным шагом минут за 10-15.;84801_101hotels
;Отличная база отдыха, наша семья осталась очень довольна этим местом. Бронировали два номера, условия в обоих были отличные. На территории можно отдохнуть с детьми, можно прогуляться до озера. Совсем недалеко расположено кафе, мы питались в нем, готовят вкусно, хорошие порции.;84801_101hotels
;Понравилось почти все. Отель находится в сказочном и живописном месте, здесь очень тихо, воздух свежий. В номерах также чисто, но хотелось бы сделать замечание по поводу еды – не слишком вкусная.;84803_101hotels
;Отличная вилла с необыкновенными номерами. Все очень уютно и достойно! Нам отдых понравился, гуляли часто к озеру, благо это всего несколько шагов. Сытные и вкусные завтраки съедались не моргнув глазом.;84803_101hotels
;Мы впервые отдыхали в этих краях и впечатления остались самые положительные. Поразили просторные и светлые номера, с оригинальным интерьером. Все просто, уютно и чисто. Отличное место, порадовала местная кухня своими разнообразными блюдами.;84803_101hotels
;;98725_101hotels
;Потрясающий гостевой дом, расположенный недалеко от скалы Шаманка. Также возле места находится живописный пляж. В целом отдыхом очень довольны. Отличная баня, в которой можно попариться в любой момент, туалет находится на улице, но он всегда чистый.;98725_101hotels
;Давно планировали поездку с мужем в эти места и вот она свершилась. Место выбрали отличное, заселили нас быстро, номер очень просторный и светлый. Озеро совсем рядом, воздух чистый, территория облагорожена. Мы были в полном восторге и рекомендуем всем это место для отличного отдыха.;98725_101hotels
;Мы выбрали этот отель, учитывая его близость к озеру. Для нас это был ключевой момент и мы остались очень довольны отдыхом. Простые и уютные номера со всем необходимым. Питались мы самостоятельно, на общей кухне было все необходимое.;98725_101hotels
;;151535_101hotels
;Очень понравился нам отдых в этом отеле. Все было на высоте! Номер прост шикарный, все удобства, все принадлежности и отличное обслуживание. Вечерами устраивали шашлыки, все необходимое брали у администратора.;151535_101hotels
;Были удивлены с первых минут обслуживанием отеля. Моментально заселили, показали парковку и домик, выдали все необходимое. За неделю отдыха не было никаких претензий, все было просто отлично.;151535_101hotels
;;189278_101hotels
;Гостеприимство и комфорт на высшем уровне! Прекрасный, большой и чистый номер. Белоснежное бельё, хороший wi-fi, вкусные и сытные завтраки в тёплой компании Томаса и Аси:) Удобное расположение, рядом большой магазин и вкусное кафе. Огромная благодарность Яне за то, что быстро «упаковала» нас на экскурсию! Мы получили невероятные впечатления!;189278_101hotels
Очень сильная слышимость от соседей.;Всё хорошо организовано. Питание хорошее.;189278_101hotels
Слышимость соседей, на завтрак молочная каша+ копчёная колбаса с огурцами и помидорами + какие то жареные пышки ( немного странный выбор, как по мне, колбасу можно заменить на яйца);Чисто, тепло, пахнет деревом, просторный новый номер с огромной кроватью, белье чистое, набор шампуней, расположение недалеко от центра поселка, наличие завтрака и общей столовой;189278_101hotels
;;189278_101hotels
Очень большая слышимость из соседних номеров, отсутствие уборки во время проживания;Персонал отличный, завтраки вкусные, номера вместительные и обустроенные, было комфортно;189278_101hotels
;;189278_101hotels
;Отдыхали в августе, база хорошая, все чисто, завтрак вкусный и питательный.;189278_101hotels
К сожалению очень плохая шумоизоляция в номерах. Но если не будет соседей полуночников, то и проблемы как таковой не будет;По домашнему уютно. Очень гостеприимная хозяйка. Всегда готова ответить на вопросы, поделиться информацией. Завтраки вкусные, разнообразные.;189278_101hotels
;;189278_101hotels
;Хозяева отеля очень отзывчивые и доброжелательные.  Отель расположен недалеко от Байкала. Имеется мангальная зона с беседкой, зона для детей с батутом. Автостоянка для личного транспорта.;189278_101hotels
;;189278_101hotels
Нужна подсветка на вечер на мангальную зону;Идеальное соотношение цена и качество;189278_101hotels
Отличный отель!;;189278_101hotels
;;189278_101hotels
Нет.;По ощущениям новая Чистая база. Есть отдельная зона с беседками и мануальной зоной. Общительные хозяева. Помогают по любым вопросам. Организовали и провели отличную экскурсию на Хобой . Цена качество соответствует полностью.;189278_101hotels
;Очень приятная хозяйка, сама во все вникает и быстро исправляет. ТВ идёт плохо;189278_101hotels
Нет;"Отдыхала с 11.07.22 по 14.07.22 . Тем кто хочет тишины, спокойствия, комфорта и домашний завтрак заезжайте в Ирбис! 
Внимательный и отзывчивый персонал! Дружелюбная обстанлвка! Тишина и спокойствие во время сна! Завтрак полноценный, разнообразный и сытный! 
Удобное расположение от пляжа! Рядом расположены несколько кафе на выбор, чтобы перекусить в обеденные и вечерние часы! 
Номер комфортный, чистый, со всеми удобствами и приятным ароматом внутри!";189278_101hotels
;;189278_101hotels
Из за ремонтных работ не работал телевизор,WiFi , мобильный инет с перебоями,но для кого то это возможно плюсы ( для нас было не критично,приезжали с экскурсий и ..в буквальном смысле, валились с ног) Есть баня, но с проблемами с водой на острове выходило нам за двоих дороговато 2000/час (топили только  от 2-х часов). Для большой компании вполне норм.;Отель расположен рядом   с главными достопримечательностями скала Шаманка ( Бурхан), пляж Сарайский и др. В номере есть все необходимое для проживания. Порадовали матрасы средней жёсткости, новая сантехника,душевая кабина и все необходимые принадлежности. Жили с 2 по 5 июля одни на территории,поэтому тишина,покой. В номере уютно тепло,приятно пахнет деревом. Вкусные завтраки ( меню меняли каждый день) Есть площадка для барбекю ( мангал,решетки,розжига все в наличии имеется);189278_101hotels
;Идеальное место!!!завтрак отличный,вкусный сытный и большой.Персонал вежливый.территория отеля тоже отличная парковка,детская площадка,беседка мангал.В номере идеальная чистота,постельное белоснежное, никакого запаха,запах дерева;189278_101hotels
;Мы приезжали на шесть дней в этот отель. Очень хотелось выехать подальше от суеты. Отель расположен в центральной части поселка, очень большая территория, отличные номера. Мы жили вдвоем в номере, нам не было тесно, все устроило. Рядом с отелем несколько кафе, готовят очень вкусно.;189278_101hotels
;Долго не могли определиться с выбором гостиницы, и вот наш выбор пал на вас. По приезду нам очень понравилась местность, везде чисто, рядом есть множество развлекательных и красивых мест. Покушать можно в ближайших кафе и попробовать традиционную кухню. Также в гостинице есть общая кухня, на которой можно что-то приготовить либо разогреть еду. Цена приемлема. Номер уютный, мягкая мебель удобная. От отдыха остались только положительные впечатления.;189278_101hotels
;Неплохая гостиница, сделан ремонт. Номер был чистым, мебель удобная. Персонал прекрасно выполняет свою работу, нас быстро заселили, номер бронировали заранее. На территории отеля есть ресторан, еда хорошего качества. В целом, претензий нет.;189278_101hotels
;Номера мы бронировали заранее. Они полностью соответствуют фотографиям на сайте. Везде сделан хороший современный ремонт, все обставлено нормальной мебелью. За дополнительную плату можно обедать и ужинать в местном красивом ресторане.;189278_101hotels
;Выбрали это место, так как отдыхали большой компанией и планировали питаться самостоятельно. Все прошло чудесно. Заселили нас быстро, показали где кухня и все принадлежности. Отличная территория, где наши дети могли спокойно гулять без присмотра.;189278_101hotels
;Хороший отель с удобными изолированными номерами. Мы предпочитаем готовить сами, поэтому общая кухня стала для нас только плюсом. Отличный персонал и дружные соседи. Отдых оставил массу положительных эмоций.;189278_101hotels
;Наш номер располагался на втором этаже, поэтому мы могли в полной мере любоваться местными красотами. Очень уютный номер, удобные кровати и свежее постельное белье. Уезжали немного расстроенные, так как не хотелось покидать такое чудесное место.;189403_101hotels
;Отличный отель, новые постройки, хорошая мебель, везде чисто и уютно. С уверенностью могу сказать, что вернусь в это место еще не раз. Хочется выделить персонал, который очень ответственно относится к своим обязанностям.;189403_101hotels
;Хороший отель, находится в тихом и спокойном месте. Здесь вы можете побыть наедине с природой. В номерах очень чисто, там регулярно убирают. Из недочетов хочется упомянуть не слишком хорошую шумоизоляцию, но это, на самом деле, мелочи.;378586_101hotels
;Просто не хотелось уезжать такое замечательное место для отдыха после шумного и суетливого города. Отель не большой, как и его территория, но за то очень обустроенная для комфортного отдыха. Номер уютный мебель комфортная и функциональная, в ванной комнате стоял бойлер, поэтому постоянно есть горячая  вода. Рекомендую.;378586_101hotels
;Просто удивительное место, где можно отдохнуть душой. Свежий воздух, тишина и местный колорит во всем. Деревянные домики настраивали на душевные посиделки, мы с мужем очень довольны отдыхом и будем отдыхать в этом месте еще не раз.;378586_101hotels
;Хороший отель, где мы провели чудесные выходные. Мы любители активного отдыха, поэтому удаленность от озера нас не напугала, а наоборот привлекла. Гостей было не очень много, душевный прием и отличные номера с полным комфортом.;378586_101hotels
;Нам с подругой понравился отдых в этом отеле и можем с уверенностью рекомендовать его всем. Очень просторные и чистые номера, отличное обслуживание и вкусные завтраки. Наш отдых получился просто восхитительным.;378839_101hotels
;Это один из наших любимых отелей в этих местах. Очень нравится персонал, который всегда на связи и обязательно подскажет и поможет в любой ситуации. В номере очень просторно, мы останавливались с детьми и места хватило всем. Завтраки были просто чудесными, наши малыши съедали совершенно все.;378839_101hotels
Нет;Тепло, уютно, чисто.;379115_101hotels
;Очень уютное место, где можно отдохнуть всей семьей. Мы провели там незабываемые выходные, парились в бане, гуляли по окрестностям и загорали на пляже. Поблизости множество кафе и магазинов.;379115_101hotels
;Мы арендовали это место для отдыха на неделю, остались очень довольны. Номер очень уютный, несколько раз парились в бане. Питались в кафе поблизости, цены вполне доступные. Отличное место для тихого отдыха.;379115_101hotels
;В целом, понравился отдых такого формата. Вокруг природа, живописные виды. Внутри всё хорошо оборудовано, удобные кровати, камин, стул. Ночью я немного замерзла, одеяло не сильно спасало, поэтому рекомендую брать собой плед или одеяло. Цена приемлемая, такой отдых по карману доступен каждому.;383193_101hotels
;Кемпинг Зара понравился абсолютно всем. Отличное место для полной релаксации и уединения с природой. Вокруг высокие сосны, много красивых мест, где можно прогуляться. С другой стороны, это центр Хужира, где есть продуктовые магазины. Цены за такой кемпинг очень приемлемые. В номерах есть удобные кровати и камин. Можно конечно одеяла немного потеплее, а так всем довольны.;383193_101hotels
;Кемпинг всем рекомендую. Отличные условия для сна, скоростной интернет, удобный подъезд. Расположение понравилось. С бронированием не возникло проблем, место было свободное. Атмосфера тихая и гостеприимная. Каких либо претензий или негативных моментов за время проживания не возникло.;383193_101hotels
;Неплохой кемпинг, номер уютный для отдыха на природе. Соседи оказались адекватные вполне. Правда было чуть прохладно, но это не омрачило отдых.;383193_101hotels
;Нас заселили в чистый и просторный номер. Хорошая шумоизоляция, было тихо, никто не беспокоил, несмотря что рядом проживали другие путешественники. К сожалению, было холодно и у нас были тонкие одеяла. В целом провели не плохое время. Рекомендую!;383193_101hotels
;Хороший кемпинг, полная альтернатива звездным отелям. Максимальное количество удобств которые можно предложить для номера такого типа..Прекрасно работал интернет.;383193_101hotels
;Шикарный кемпинг. Для нас были предоставлены комфортные и уютные номера. Все было на высшем уровне, кровати очень удобные и шикарные. На территории отлично работает Интернет.;383193_101hotels
;Отличное место. До Байкала совсем чуть-чуть идти. В доме есть оборудованная кухня. Доброжелательный администратор, по нашей просьбе предоставлял необходимые принадлежности. Территория ухоженная. Была парковка для авто.;388172_101hotels
;Мы отдыхали в отдельном домике и наслаждались отличной обстановкой. Гуляли, парились в бане и устраивали посиделки вечерами за ароматным чаем. Отличный завтрак с большими порциями, очень душевно и дружелюбно.;388172_101hotels
;Неплохой отель. У нас был отдельный номер, но с общей ванной. Неудобства мы не почувствовали, все работало, везде чисто. Завтрак просто отменный, огромное спасибо поварам. Огромная территория, для отдыха с детьми – великолепно.;388172_101hotels
;Красивое место. Рядом озеро и прекрасный вид. В номере все необходимое имеется, кровать удобная. Очень доброжелательные хозяева.;404844_101hotels
;Очень уютный дом, уезжать не хотелось. Дом простой, но в тоже время приспособлен к комфортному проживанию. Вокруг тихо, красиво.;422975_101hotels
;Были проездом на одну ночь, все нормально.;422975_101hotels
;Очень гостеприимные хозяева.Уютные домики,удобства на улице;422977_101hotels
;"Очень классное место. Понравилось, что за душ дополнительно платить не нужно. Но бойлер долго греет воду, так что надо набраться терпения. Расположение у кемпинга хорошее, место тихое. Санузел чистый, была туалетная бумага. Да и вообще, вся территория ухоженная.
По ночам было прохладно.";422976_101hotels
;Этот кемпинг просто не может иметь минусов, здесь работает настолько компетентный персонал, что они моментально устраняют все недостатки, отдыхом здесь мы остались довольны.;422976_101hotels
Единственный минус, это большая слышимость между номерами.;"Были в этих местах первый раз! Отель очень понравился.
Администратор Светлана душевный человек, знающий свое дело. Тепло и уютно, по домашнему. Чистота и порядок. По утрам вкусный завтрак.";435313_101hotels
В номере нет стола и стульев, крутая лестница на третий этаж, не сразу нашли здание, в конце концов нашли сами;Чистота как в номере, так и в общем на три номера санузле, отзывчивый персонал, свободные места в столовой, быстро накрывется завтрак на выбор омлет или каши плюс на общей тарелке колбаска, сыр и овощи, красивый вид из окна;435313_101hotels
;Отличный новый отель в непосредственной близости от Байкала. Вид из окон открывается чудесный. Много гуляли на природе, поэтому в основном приходили переночевать и позавтракать в отель. В номере уютно, мебель современная. Персонал гостеприимный, стремится помочь в ориентировании в поселке.;435313_101hotels
;;481662_101hotels
;В этом кемпинге предоставляется интернет, собственники всегда наводят чистоту и проверяют работоспособность всей техники. Кто хочет отдохнуть от городской суеты, значит вам сюда.;481662_101hotels
;Неплохой гостевой дом, все организовано хорошо. Нашли его быстро, по приезду номер был готов к заселению. Комната небольшая, но этого вполне достаточно. Обстановка простая, мебель в хорошем состоянии. Во дворе есть небольшая стоянка, где можно оставить машину. Интернета тут нет, зато есть небольшая библиотека с хорошими книгами. На улице есть место для пикника с мангалом.;484661_101hotels
;Первое, что меня больше всего порадовало – это хороший ремонт. Я люблю и привыкла жить с комфортом. Также очень здорово, что попались адекватные и очень веселые хозяева дома. С ними все время пролетело моментально! Спасибо за все!;485014_101hotels
;Вариант неплохой и хорошее расположение. Приветливые хозяева провели нам экскурсию. Интернет есть и работал отлично. Рекомендую.;485014_101hotels
;Найти отель очень затруднительно, никакой брони нет, цена совсем другая по прибытии;489484_101hotels
;Уютная усадьба, чистые номера, быстрый интернет, рядом остановка и продуктовые магазины, приветливый и доброжелательный персонал подсказал, что посетить в городе. Советую!;489484_101hotels
;Приехали сюда первый раз. Условия вполне нормальные, в комнате тепло, предусмотрено все необходимое. Интернет работает хорошо, скорость нормальная. За чистотой в доме хорошо следят, везде чистенько, пыли нет. Не кухне можно самим готовить. Остались вполне довольны отдыхом здесь, возможно приедем еще.;496515_101hotels
;Отдыхали здесь целую неделю. При заезде нам показали, где находится кухня, немного рассказали о самом поселке. Дом в центре, рядом есть и супермаркеты, и кафешки. Пляж очень близко, буквально несколько минут пешком. В комнате часто убирались, что несомненно является плюсом. Вообще тут очень уютно, не хотелось уезжать.;496516_101hotels
;Приятная гостиница. Тут очень приветливая и добродушная хозяйка, хорошо нас встретила, показала номер. В номере уютно и светло, отделка из дерева, до сих пор деревом пахнет. Интернет бесплатный, иногда соединение прерывалось, но это не сильно критично. Кухня неплохая, есть вся необходимая утварь.;496518_101hotels
;Просто прекрасный гостевой дом. От отпуска здесь остались только приятные впечатления.  Огромное спасибо хозяйке этой гостиницы за великолепное обслуживание. Встретили нас очень радушно, хозяйка все показала, рассказала куда можно сходить и что посмотреть. В номере тепло, поддерживается идеальная чистота. Завтраки домашние, все вкусно. Можно также заказать ужины.;496519_101hotels
;Гостиница находится в самом центре поселка, напротив администрации. Рядом много кафешек, где можно недорого покушать. От Байкала недалеко. В домике уютно, все есть. Вода в ванной подавалась бесперебойно. В номере достаточно чистое, свежее постельное белье. Правда не очень хорошая шумоизоляция, было слышно соседей. В принципе все нормально.;496521_101hotels
;Месторасположение очень хорошее, недалеко от мыса Бурхан. Обслуживание хорошее, администратор предложил устроить экскурсию. В номере было чисто, домашняя атмосфера, как будто и не уезжали из дома. Техника вся исправно работала. В ванной всегда была горячая вода. Завтраки обычные, довольно вкусные.;496522_101hotels
;"Отдых в гостевом доме ""У Ирины"" был на высоте. Соотношение цены и качества просто замечательное. Хочется отметить хозяйку Ирину, она замечательный человек, очень отзывчивая, подскажет, где лучше побывать, чтобы получить самые яркие впечатления об отдыхе и где вкусно поесть. Если вы цените чистоту, тишину и хорошее отношение к гостям, вам к Ирине. Домики очень уютные, тёплые и чистые. Полностью соответствуют приведённому описанию. При повторной поездке будем останавливаться только здесь.";496523_101hotels
;Большое спасибо хозяевам гостевого дома за организацию замечательного отдыха. Мы остались очень довольны. Тут просто великолепная природа, свежий воздух. Жили в деревянном домике. В нем две кровати, есть вешалка для одежды и зеркало. Считаю, что цена за домик полностью соответствует качеству. Постараемся приехать еще.;496523_101hotels
;;496524_101hotels
;Нам эта гостиница понравилась. Есть тут, конечно, минусы, но плюсов больше. Комната хорошая, внутри все необходимое. Санузел чистый, находится в доме. Расположение удобное, рядом магазины, Недалеко от мыса Бархан и скалы Шаманка. Спасибо администратору за хорошее обслуживание. Она нам помогла организовать хорошую экскурсию.;496524_101hotels
;;496529_101hotels
Хотелось бы на улице беседку и баню,в холодную погоду очень не хватает.;"Отличное расположение,рядом магазины,пляж.
Доброжелательная,отзывчивая хозяйка Татьяна,всегда поможет решить любой вопрос.
В номере,на кухне в туалете всегда чисто.
Есть все самое необходимое для проживания.
Рекомендую,отличное место!";496530_101hotels
Я на месте когда всё увидела, отказалась от заселения.;Их нет.;496531_101hotels
;;496531_101hotels
"Минусов нет.
Пожелание - добавить в санузел зеркало.";"Отдыхали на Ольхоне 10 дней. Для такого длительного проживания выбрали Гостевой дом Hotel Paradise Island и не ошиблись. Расположение супер - в 5 минутах ходьбы Сарайский пляж, магазины, кафешки. До Шаманки минут 20 ходьбы. Благоустроенные номера с душем, туалетом. Мягкие, удобные кровати. Чисто, по вечерам тихо. 
Отдельная благодарность повару-ооочень вкусные, сытные завтраки.";500753_101hotels
;Умудрились даже завтрак попробовать. Хотя на месте пытались не сидеть, все время гуляли. Комфортно, чисто. Уборки регулярные. Персонал бдительный, приветливый. Теплые одеялки) Удобства в номере и вполне достойные. Отдыхаем здесь часто и этот отель для нас открытие теперь. Рекомендуем!;500753_101hotels
;Мы всегда в пути. комфортом не избалованы) Бронировали номер прям в дороге, чтобы переночевать. К счастью все прошло успешно и с бронированием и размещением. И номер вопреки всем ожиданиям был выше среднего. Только мы немного замерзли, но администратор не оставил этот факт без внимания и предоставил нам обогреватель. За это отдельная благодарность.;500753_101hotels
